Doc. Date,Postal Code,Sous groupement,Subrand,Latitude,Longitude,TTC
2021-02-18 00:00:00,49620,ETS PLUMEJEAU,LEFFE ROYALE,47.3556,-0.8589,22.774752
2021-02-18 00:00:00,49620,ETS PLUMEJEAU,TRIPLE KARMELIET,47.3556,-0.8589,21.996
2021-02-17 00:00:00,59160,France BOISSONS,LEFFE BLONDE,50.6455,2.9619,23.950656
2021-02-17 00:00:00,59160,France BOISSONS,LEFFE BLONDE,50.6455,2.9619,18.137448
2021-02-17 00:00:00,59160,France BOISSONS,HOEGAARDEN ROSEE,50.6455,2.9619,20.211444
2021-02-17 00:00:00,37400,FAYETTE,BUD,47.3947,0.9161,16.272216
2021-02-17 00:00:00,37400,FAYETTE,GOOSE,47.3947,0.9161,22.6058976
2021-02-17 00:00:00,37400,FAYETTE,TRIPLE KARMELIET,47.3947,0.9161,21.952008
2021-02-17 00:00:00,37400,FAYETTE,KWAK,47.3947,0.9161,18.0574128
2021-02-17 00:00:00,37400,FAYETTE,LEFFE BLONDE,47.3947,0.9161,17.8943688
2021-02-17 00:00:00,37400,FAYETTE,LEFFE ROYALE,47.3947,0.9161,22.9749696
2021-02-17 00:00:00,37400,FAYETTE,LEFFE ROYALE,47.3947,0.9161,22.9749696
2021-02-17 00:00:00,37400,FAYETTE,LEFFE RUBY,47.3947,0.9161,22.9749696
2021-02-17 00:00:00,37400,FAYETTE,HOEGAARDEN ROSEE,47.3947,0.9161,19.266984
2021-02-17 00:00:00,37400,FAYETTE,LEFFE RITUEL 9°,47.3947,0.9161,22.9749696
2021-02-17 00:00:00,16160,LA ROCHELLE BOISSONS,BUD,45.6833,0.1667,16.272216
2021-02-17 00:00:00,16160,LA ROCHELLE BOISSONS,GOOSE,45.6833,0.1667,22.6058976
2021-02-17 00:00:00,16160,LA ROCHELLE BOISSONS,KWAK,45.6833,0.1667,18.0574128
2021-02-17 00:00:00,16160,LA ROCHELLE BOISSONS,LEFFE BLONDE,45.6833,0.1667,17.8943688
2021-02-17 00:00:00,16160,LA ROCHELLE BOISSONS,LEFFE BRUNE,45.6833,0.1667,19.051956
2021-02-17 00:00:00,16160,LA ROCHELLE BOISSONS,LEFFE RITUEL 9°,45.6833,0.1667,22.9749696
2021-02-17 00:00:00,16160,LA ROCHELLE BOISSONS,LEFFE ROYALE,45.6833,0.1667,22.9749696
2021-02-17 00:00:00,16160,LA ROCHELLE BOISSONS,TRIPLE KARMELIET,45.6833,0.1667,21.952008
2021-02-16 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,BUD,47.5382,6.4026,15.7747752
2021-02-16 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,HOEGAARDEN WHITE,47.5382,6.4026,16.2896832
2021-02-16 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,HOEGAARDEN ROSEE,47.5382,6.4026,19.09908
2021-02-16 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,TRIPLE KARMELIET,47.5382,6.4026,21.996
2021-02-16 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,KWAK,47.5382,6.4026,18.0936
2021-02-16 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,LEFFE AMBREE,47.5382,6.4026,22.4016912
2021-02-16 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,LEFFE BLONDE,47.5382,6.4026,17.5390992
2021-02-16 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,LEFFE RITUEL 9°,47.5382,6.4026,22.774752
2021-02-16 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,LEFFE ROYALE,47.5382,6.4026,22.774752
2021-02-16 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,LEFFE RUBY,47.5382,6.4026,22.774752
2021-02-16 00:00:00,68600,ABEDIS,GOOSE,48.028,7.5004,22.6512
2021-02-16 00:00:00,68600,ABEDIS,LEFFE ROYALE,48.028,7.5004,22.774752
2021-02-16 00:00:00,68600,ABEDIS,LEFFE BLONDE,48.028,7.5004,17.5390992
2021-02-16 00:00:00,68600,ABEDIS,LEFFE RUBY,48.028,7.5004,22.774752
2021-02-16 00:00:00,68600,ABEDIS,LEFFE BLONDE,48.028,7.5004,23.319072
2021-02-16 00:00:00,68600,ABEDIS,TRIPLE KARMELIET,48.028,7.5004,21.996
2021-02-16 00:00:00,68600,ABEDIS,BUD,48.028,7.5004,15.7747752
2021-02-16 00:00:00,68600,ABEDIS,HOEGAARDEN ROSEE,48.028,7.5004,19.09908
2021-02-16 00:00:00,68600,ABEDIS,HOEGAARDEN WHITE,48.028,7.5004,16.2896832
2021-02-16 00:00:00,68600,ABEDIS,KWAK,48.028,7.5004,18.0936
2021-02-16 00:00:00,68600,ABEDIS,LEFFE ROYALE,48.028,7.5004,22.774752
2021-02-16 00:00:00,68600,ABEDIS,LEFFE LA LEGERE,48.028,7.5004,16.2462672
2021-02-16 00:00:00,53200,VINOBEER,LEFFE BLONDE,47.7993,-0.721,17.76348
2021-02-16 00:00:00,53200,VINOBEER,TRIPLE KARMELIET,47.7993,-0.721,21.996
2021-02-16 00:00:00,53200,VINOBEER,HOEGAARDEN WHITE,47.7993,-0.721,16.49808
2021-02-16 00:00:00,53200,VINOBEER,LEFFE RUBY,47.7993,-0.721,23.5756224
2021-02-16 00:00:00,53200,VINOBEER,LEFFE RITUEL 9°,47.7993,-0.721,23.5756224
2021-02-16 00:00:00,53200,VINOBEER,LEFFE BRUNE,47.7993,-0.721,18.9126
2021-02-16 00:00:00,53200,VINOBEER,KWAK,47.7993,-0.721,18.0936
2021-02-16 00:00:00,53200,VINOBEER,LEFFE ROYALE,47.7993,-0.721,23.5756224
2021-02-15 00:00:00,70300,BURGEY ROBERT ET FILS,LEFFE ROYALE,47.7954,6.4907,22.774752
2021-02-15 00:00:00,70300,BURGEY ROBERT ET FILS,HOEGAARDEN ROSEE,47.7954,6.4907,19.09908
2021-02-15 00:00:00,70300,BURGEY ROBERT ET FILS,GOOSE,47.7954,6.4907,22.6512
2021-02-15 00:00:00,70300,BURGEY ROBERT ET FILS,BUD,47.7954,6.4907,15.7747752
2021-02-15 00:00:00,70300,BURGEY ROBERT ET FILS,TRIPLE KARMELIET,47.7954,6.4907,21.996
2021-02-15 00:00:00,70300,BURGEY ROBERT ET FILS,HOEGAARDEN WHITE,47.7954,6.4907,16.2896832
2021-02-15 00:00:00,70300,BURGEY ROBERT ET FILS,LEFFE RUBY,47.7954,6.4907,22.774752
2021-02-15 00:00:00,70300,BURGEY ROBERT ET FILS,LEFFE RITUEL 9°,47.7954,6.4907,22.774752
2021-02-15 00:00:00,70300,BURGEY ROBERT ET FILS,KWAK,47.7954,6.4907,18.0936
2021-02-15 00:00:00,14730,PROXI BOISSONS GRAU,KWAK,49.1816,-0.2839,18.0574128
2021-02-15 00:00:00,14730,PROXI BOISSONS GRAU,LEFFE ROYALE,49.1816,-0.2839,22.9749696
2021-02-15 00:00:00,14730,PROXI BOISSONS GRAU,LEFFE BRUNE,49.1816,-0.2839,19.051956
2021-02-15 00:00:00,14730,PROXI BOISSONS GRAU,GOOSE,49.1816,-0.2839,22.6058976
2021-02-15 00:00:00,14730,PROXI BOISSONS GRAU,TRIPLE KARMELIET,49.1816,-0.2839,21.952008
2021-02-15 00:00:00,14730,PROXI BOISSONS GRAU,LEFFE RUBY,49.1816,-0.2839,22.9749696
2021-02-15 00:00:00,14730,PROXI BOISSONS GRAU,LEFFE ROYALE,49.1816,-0.2839,22.9749696
2021-02-15 00:00:00,14730,PROXI BOISSONS GRAU,LEFFE BLONDE,49.1816,-0.2839,17.8943688
2021-02-11 00:00:00,54700,REGA,HOEGAARDEN WHITE,48.8695,6.0403,16.2896832
2021-02-11 00:00:00,54700,REGA,HOEGAARDEN ROSEE,48.8695,6.0403,19.09908
2021-02-11 00:00:00,54700,REGA,KWAK,48.8695,6.0403,18.0936
2021-02-11 00:00:00,54700,REGA,LEFFE BLONDE,48.8695,6.0403,17.5390992
2021-02-11 00:00:00,54700,REGA,LEFFE BRUNE,48.8695,6.0403,18.673704
2021-02-11 00:00:00,54700,REGA,LEFFE RITUEL 9°,48.8695,6.0403,22.774752
2021-02-11 00:00:00,54700,REGA,LEFFE ROYALE,48.8695,6.0403,22.774752
2021-02-11 00:00:00,54700,REGA,LEFFE RUBY,48.8695,6.0403,22.774752
2021-02-11 00:00:00,54700,REGA,TRIPLE KARMELIET,48.8695,6.0403,21.996
2021-02-11 00:00:00,54700,REGA,BUD,48.8695,6.0403,22.943808
2021-02-11 00:00:00,35330,BARRE,KWAK,47.8924,-1.991,18.0936
2021-02-11 00:00:00,35330,BARRE,GOOSE,47.8924,-1.991,22.6512
2021-02-11 00:00:00,35330,BARRE,TRIPLE KARMELIET,47.8924,-1.991,21.996
2021-02-11 00:00:00,35330,BARRE,LEFFE BLONDE,47.8924,-1.991,17.5390992
2021-02-11 00:00:00,35330,BARRE,LEFFE ROYALE,47.8924,-1.991,22.774752
2021-02-11 00:00:00,35330,BARRE,LEFFE ROYALE,47.8924,-1.991,22.774752
2021-02-11 00:00:00,62120,BEDAGUE,KWAK,50.6177,2.3964,18.0936
2021-02-11 00:00:00,62120,BEDAGUE,LEFFE RITUEL 9°,50.6177,2.3964,22.774752
2021-02-11 00:00:00,62120,BEDAGUE,LEFFE RUBY,50.6177,2.3964,22.774752
2021-02-11 00:00:00,62120,BEDAGUE,GOOSE,50.6177,2.3964,22.6512
2021-02-11 00:00:00,62120,BEDAGUE,HOEGAARDEN ROSEE,50.6177,2.3964,19.09908
2021-02-11 00:00:00,62120,BEDAGUE,TRIPLE KARMELIET,50.6177,2.3964,21.996
2021-02-11 00:00:00,62120,BEDAGUE,LEFFE ROYALE,50.6177,2.3964,22.774752
2021-02-11 00:00:00,62120,BEDAGUE,LEFFE ROYALE,50.6177,2.3964,22.774752
2021-02-11 00:00:00,62120,BEDAGUE,LEFFE AMBREE,50.6177,2.3964,22.4016912
2021-02-10 00:00:00,74230,CAVES DU MONT,KWAK,45.8601,6.369,18.0936
2021-02-10 00:00:00,74230,CAVES DU MONT,TRIPLE KARMELIET,45.8601,6.369,21.996
2021-02-10 00:00:00,74230,CAVES DU MONT,LEFFE RITUEL 9°,45.8601,6.369,22.774752
2021-02-10 00:00:00,64200,DUPRAT,LEFFE BLONDE,43.4801,-1.5556,17.5390992
2021-02-10 00:00:00,64200,DUPRAT,HOEGAARDEN WHITE,43.4801,-1.5556,16.2896832
2021-02-10 00:00:00,64200,DUPRAT,KWAK,43.4801,-1.5556,18.0936
2021-02-10 00:00:00,64200,DUPRAT,BUD,43.4801,-1.5556,15.7747752
2021-02-10 00:00:00,64200,DUPRAT,TRIPLE KARMELIET,43.4801,-1.5556,21.996
2021-02-09 00:00:00,62500,SODIBOISSONS,LEFFE BLONDE,50.7518,2.2405,17.5390992
2021-02-09 00:00:00,62500,SODIBOISSONS,LEFFE RUBY,50.7518,2.2405,22.774752
2021-02-09 00:00:00,62500,SODIBOISSONS,LEFFE ROYALE,50.7518,2.2405,22.774752
2021-02-09 00:00:00,62500,SODIBOISSONS,HOEGAARDEN ROSEE,50.7518,2.2405,19.09908
2021-02-09 00:00:00,62500,SODIBOISSONS,HOEGAARDEN WHITE,50.7518,2.2405,16.2896832
2021-02-09 00:00:00,62500,SODIBOISSONS,LEFFE RITUEL 9°,50.7518,2.2405,22.774752
2021-02-09 00:00:00,62500,SODIBOISSONS,LEFFE BLONDE,50.7518,2.2405,17.5390992
2021-02-09 00:00:00,62500,SODIBOISSONS,GOOSE,50.7518,2.2405,22.6512
2021-02-09 00:00:00,62500,SODIBOISSONS,TRIPLE KARMELIET,50.7518,2.2405,21.996
2021-02-09 00:00:00,62500,SODIBOISSONS,LEFFE BRUNE,50.7518,2.2405,18.673704
2021-02-09 00:00:00,62500,SODIBOISSONS,LEFFE RITUEL 9°,50.7518,2.2405,22.774752
2021-02-09 00:00:00,62500,SODIBOISSONS,LEFFE ROYALE,50.7518,2.2405,22.774752
2021-02-09 00:00:00,62120,BEDAGUE,LEFFE RUBY,50.6177,2.3964,22.774752
2021-02-09 00:00:00,35530,France BOISSONS,LEFFE BLONDE,48.1211,-1.4597,18.137448
2021-02-09 00:00:00,35530,France BOISSONS,HOEGAARDEN WHITE,48.1211,-1.4597,16.845408
2021-02-09 00:00:00,35530,France BOISSONS,TRIPLE KARMELIET,48.1211,-1.4597,21.996
2021-02-09 00:00:00,62120,BEDAGUE,TRIPLE KARMELIET,50.6177,2.3964,21.996
2021-02-09 00:00:00,62120,BEDAGUE,KWAK,50.6177,2.3964,18.0936
2021-02-09 00:00:00,62120,BEDAGUE,LEFFE RUBY,50.6177,2.3964,22.774752
2021-02-09 00:00:00,35330,BARRE,KWAK,47.8924,-1.991,18.0936
2021-02-09 00:00:00,35330,BARRE,GOOSE,47.8924,-1.991,22.6512
2021-02-09 00:00:00,35330,BARRE,TRIPLE KARMELIET,47.8924,-1.991,21.996
2021-02-09 00:00:00,35330,BARRE,LEFFE BLONDE,47.8924,-1.991,17.5390992
2021-02-09 00:00:00,35330,BARRE,LEFFE ROYALE,47.8924,-1.991,22.774752
2021-02-09 00:00:00,35330,BARRE,LEFFE ROYALE,47.8924,-1.991,22.774752
2021-02-09 00:00:00,53200,NEODIF,LEFFE ROYALE,47.7993,-0.721,24.1011936
2021-02-09 00:00:00,53200,NEODIF,TRIPLE KARMELIET,47.7993,-0.721,21.996
2021-02-09 00:00:00,53200,NEODIF,LEFFE AMBREE,47.7993,-0.721,23.046516
2021-02-09 00:00:00,53200,NEODIF,GOOSE,47.7993,-0.721,22.6512
2021-02-09 00:00:00,53200,NEODIF,BUD,47.7993,-0.721,16.272216
2021-02-09 00:00:00,53200,NEODIF,HOEGAARDEN WHITE,47.7993,-0.721,16.758576
2021-02-09 00:00:00,53200,NEODIF,KWAK,47.7993,-0.721,18.0936
2021-02-09 00:00:00,53200,NEODIF,LEFFE BLONDE,47.7993,-0.721,18.0065592
2021-02-08 00:00:00,85700,VINS REMY LIBOUREAU,GOOSE,46.8354,-0.7778,22.6512
2021-02-08 00:00:00,89270,COURTOIS BOURGOGNE BOISSONS,LEFFE BLONDE,47.6668,3.8206,17.5390992
2021-02-08 00:00:00,89270,COURTOIS BOURGOGNE BOISSONS,LEFFE BRUNE,47.6668,3.8206,18.673704
2021-02-08 00:00:00,89270,COURTOIS BOURGOGNE BOISSONS,LEFFE RITUEL 9°,47.6668,3.8206,22.774752
2021-02-08 00:00:00,89270,COURTOIS BOURGOGNE BOISSONS,KWAK,47.6668,3.8206,18.0936
2021-02-08 00:00:00,89270,COURTOIS BOURGOGNE BOISSONS,HOEGAARDEN WHITE,47.6668,3.8206,21.2583168
2021-02-08 00:00:00,89270,COURTOIS BOURGOGNE BOISSONS,TRIPLE KARMELIET,47.6668,3.8206,21.996
2021-02-08 00:00:00,62120,BEDAGUE,TRIPLE KARMELIET,50.6177,2.3964,21.996
2021-02-08 00:00:00,62120,BEDAGUE,HOEGAARDEN ROSEE,50.6177,2.3964,19.09908
2021-02-08 00:00:00,62120,BEDAGUE,LEFFE RUBY,50.6177,2.3964,22.774752
2021-02-08 00:00:00,62120,BEDAGUE,LEFFE LA LEGERE,50.6177,2.3964,16.2462672
2021-02-08 00:00:00,62120,BEDAGUE,KWAK,50.6177,2.3964,18.0936
2021-02-08 00:00:00,79240,SCOB,LEFFE LA LEGERE,46.6,-0.5582,16.2462672
2021-02-08 00:00:00,79240,SCOB,LEFFE AMBREE,46.6,-0.5582,22.4016912
2021-02-08 00:00:00,79240,SCOB,KWAK,46.6,-0.5582,18.0936
2021-02-08 00:00:00,79240,SCOB,TRIPLE KARMELIET,46.6,-0.5582,21.996
2021-02-08 00:00:00,79240,SCOB,BUD,46.6,-0.5582,15.7747752
2021-02-08 00:00:00,79240,SCOB,HOEGAARDEN ROSEE,46.6,-0.5582,19.09908
2021-02-08 00:00:00,79240,SCOB,GOOSE,46.6,-0.5582,22.6512
2021-02-08 00:00:00,79240,SCOB,LEFFE ROYALE,46.6,-0.5582,22.774752
2021-02-08 00:00:00,83630,OLIVIER FRERES,BUD,43.733,6.1765,15.7747752
2021-02-08 00:00:00,83630,OLIVIER FRERES,GOOSE,43.733,6.1765,22.6512
2021-02-08 00:00:00,83630,OLIVIER FRERES,HOEGAARDEN WHITE,43.733,6.1765,16.2896832
2021-02-08 00:00:00,83630,OLIVIER FRERES,HOEGAARDEN ROSEE,43.733,6.1765,19.09908
2021-02-08 00:00:00,83630,OLIVIER FRERES,TRIPLE KARMELIET,43.733,6.1765,21.996
2021-02-08 00:00:00,83630,OLIVIER FRERES,LEFFE BLONDE,43.733,6.1765,17.5390992
2021-02-08 00:00:00,83630,OLIVIER FRERES,LEFFE BRUNE,43.733,6.1765,18.673704
2021-02-08 00:00:00,83630,OLIVIER FRERES,LEFFE ROYALE,43.733,6.1765,22.774752
2021-02-08 00:00:00,83630,OLIVIER FRERES,LEFFE ROYALE,43.733,6.1765,22.774752
2021-02-08 00:00:00,51430,GEDIS NORD EST,LEFFE RITUEL 9°,49.2234,3.9889,23.025024
2021-02-08 00:00:00,51430,GEDIS NORD EST,GOOSE,49.2234,3.9889,22.6512
2021-02-08 00:00:00,51430,GEDIS NORD EST,LEFFE LA LEGERE,49.2234,3.9889,16.367832
2021-02-08 00:00:00,51430,GEDIS NORD EST,LEFFE BRUNE,49.2234,3.9889,18.823014
2021-02-08 00:00:00,51430,GEDIS NORD EST,LEFFE ROYALE,49.2234,3.9889,23.025024
2021-02-08 00:00:00,51430,GEDIS NORD EST,HOEGAARDEN ROSEE,49.2234,3.9889,19.30896
2021-02-08 00:00:00,51430,GEDIS NORD EST,LEFFE ROYALE,49.2234,3.9889,23.025024
2021-02-08 00:00:00,51430,GEDIS NORD EST,LEFFE AMBREE,49.2234,3.9889,22.5808092
2021-02-08 00:00:00,51430,GEDIS NORD EST,HOEGAARDEN WHITE,49.2234,3.9889,16.4199312
2021-02-08 00:00:00,51430,GEDIS NORD EST,BUD,49.2234,3.9889,15.892812
2021-02-08 00:00:00,51430,GEDIS NORD EST,LEFFE RUBY,49.2234,3.9889,23.025024
2021-02-08 00:00:00,51430,GEDIS NORD EST,TRIPLE KARMELIET,49.2234,3.9889,21.996
2021-02-08 00:00:00,51430,GEDIS NORD EST,BUD,49.2234,3.9889,23.059296
2021-02-08 00:00:00,53200,VINOBEER,BUD,47.7993,-0.721,16.01928
2021-02-08 00:00:00,53200,VINOBEER,KWAK,47.7993,-0.721,18.0936
2021-02-08 00:00:00,53200,VINOBEER,HOEGAARDEN WHITE,47.7993,-0.721,16.49808
2021-02-08 00:00:00,53200,VINOBEER,LEFFE RUBY,47.7993,-0.721,23.5756224
2021-02-08 00:00:00,53200,VINOBEER,TRIPLE KARMELIET,47.7993,-0.721,21.996
2021-02-08 00:00:00,53200,VINOBEER,LEFFE BLONDE,47.7993,-0.721,17.76348
2021-02-08 00:00:00,53200,VINOBEER,HOEGAARDEN ROSEE,47.7993,-0.721,19.770696
2021-02-05 00:00:00,62500,SODIBOISSONS,LEFFE BLONDE,50.7518,2.2405,17.5390992
2021-02-05 00:00:00,62500,SODIBOISSONS,LEFFE RITUEL 9°,50.7518,2.2405,22.774752
2021-02-05 00:00:00,62500,SODIBOISSONS,LEFFE ROYALE,50.7518,2.2405,22.774752
2021-02-05 00:00:00,62500,SODIBOISSONS,HOEGAARDEN ROSEE,50.7518,2.2405,19.09908
2021-02-05 00:00:00,62500,SODIBOISSONS,HOEGAARDEN WHITE,50.7518,2.2405,16.2896832
2021-02-05 00:00:00,59270,ENTREPOTS DES FLANDRES,LEFFE BLONDE,50.7263,2.6309,17.5390992
2021-02-05 00:00:00,59270,ENTREPOTS DES FLANDRES,HOEGAARDEN ROSEE,50.7263,2.6309,19.09908
2021-02-05 00:00:00,59270,ENTREPOTS DES FLANDRES,TRIPLE KARMELIET,50.7263,2.6309,21.996
2021-02-05 00:00:00,59270,ENTREPOTS DES FLANDRES,LEFFE ROYALE,50.7263,2.6309,22.774752
2021-02-04 00:00:00,62500,SODIBOISSONS,LEFFE RITUEL 9°,50.7518,2.2405,22.774752
2021-02-04 00:00:00,62500,SODIBOISSONS,LEFFE BLONDE,50.7518,2.2405,17.5390992
2021-02-04 00:00:00,62500,SODIBOISSONS,TRIPLE KARMELIET,50.7518,2.2405,21.996
2021-02-04 00:00:00,62500,SODIBOISSONS,HOEGAARDEN ROSEE,50.7518,2.2405,19.09908
2021-02-04 00:00:00,62500,SODIBOISSONS,GOOSE,50.7518,2.2405,22.6512
2021-02-04 00:00:00,62500,SODIBOISSONS,KWAK,50.7518,2.2405,18.0936
2021-02-04 00:00:00,62500,SODIBOISSONS,LEFFE ROYALE,50.7518,2.2405,22.774752
2021-02-04 00:00:00,62500,SODIBOISSONS,LEFFE ROYALE,50.7518,2.2405,22.774752
2021-02-04 00:00:00,62500,SODIBOISSONS,BUD,50.7518,2.2405,15.7747752
2021-02-04 00:00:00,76350,BONO,LEFFE BLONDE,49.3331,1.0941,23.628672
2021-02-04 00:00:00,76350,BONO,TRIPLE KARMELIET,49.3331,1.0941,21.952008
2021-02-04 00:00:00,76350,BONO,LEFFE ROYALE,49.3331,1.0941,22.9749696
2021-02-04 00:00:00,94320,NICOLAS,BUD,48.765,2.3961,20.7696
2021-02-04 00:00:00,94320,NICOLAS,GOOSE,48.765,2.3961,18.7056
2021-02-03 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,GOOSE,47.5382,6.4026,22.6512
2021-02-03 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,HOEGAARDEN WHITE,47.5382,6.4026,16.2896832
2021-02-03 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,TRIPLE KARMELIET,47.5382,6.4026,21.996
2021-02-03 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,KWAK,47.5382,6.4026,18.0936
2021-02-03 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,LEFFE BLONDE,47.5382,6.4026,17.5390992
2021-02-03 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,LEFFE AMBREE,47.5382,6.4026,22.4016912
2021-02-03 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,LEFFE ROYALE,47.5382,6.4026,22.774752
2021-02-03 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,LEFFE ROYALE,47.5382,6.4026,22.774752
2021-02-03 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,LEFFE RUBY,47.5382,6.4026,22.774752
2021-02-03 00:00:00,70110,DAMIDEAUX MICHEL BOISSONS,KWAK,47.5382,6.4026,24.7392
2021-02-03 00:00:00,59132,VIEVILLE SOGEDIB ETS VIEVILLE SARL,LEFFE BLONDE,50.0566,4.0745,17.5390992
2021-02-03 00:00:00,59132,VIEVILLE SOGEDIB ETS VIEVILLE SARL,LEFFE RUBY,50.0566,4.0745,22.774752
2021-02-03 00:00:00,59132,VIEVILLE SOGEDIB ETS VIEVILLE SARL,HOEGAARDEN WHITE,50.0566,4.0745,16.2896832
2021-02-03 00:00:00,59132,VIEVILLE SOGEDIB ETS VIEVILLE SARL,TRIPLE KARMELIET,50.0566,4.0745,21.996
2021-02-03 00:00:00,39570,SA  JURA BOISSONS,BUD,46.6501,5.4404,15.7747752
2021-02-03 00:00:00,39570,SA  JURA BOISSONS,HOEGAARDEN WHITE,46.6501,5.4404,16.2896832
2021-02-03 00:00:00,39570,SA  JURA BOISSONS,LEFFE LA LEGERE,46.6501,5.4404,16.2462672
