Doc. Date;Order qty;PCS delivered;HL delivered;MACO/HL ;Postal Code;Sous groupement;Subrand;Container Type;Unidade Container;Container Size;Latitude;Longitude;TTC;Preço/L;Container Size 2
12/01/2021;70;70;4.2;217.4492633;2500;B.B.C.D. (Hirson);LEFFE RITUEL 9;PERFECT DRAFT;1;6;49.827;4.2107;22.9749696;3.8291616;6
12/01/2021;350;350;21;167.1285306;62120;BEDAGUE;HOEGAARDEN ROSEE;PERFECT DRAFT;1;6;50.6177;2.3964;19.09908;3.18318;6
12/01/2021;1400;1400;84;195.3340351;62120;BEDAGUE;TRIPLE KARMELIET;PERFECT DRAFT;1;6;50.6177;2.3964;21.996;3.666;6
12/01/2021;20;20;1.584;170.7547101;62120;BEDAGUE;LEFFE RUBY;BOTTLE VC;24;0.33;50.6177;2.3964;24.7854096;3.129470909;7.92
12/01/2021;20;20;1.584;171.6145753;62120;BEDAGUE;LEFFE BLONDE;BOTTLE VC;24;0.33;50.6177;2.3964;23.319072;2.944327273;7.92
12/01/2021;1820;1820;109.2;150.689825;62120;BEDAGUE;LEFFE BLONDE;PERFECT DRAFT;1;6;50.6177;2.3964;17.5390992;2.9231832;6
12/01/2021;350;350;21;195.5874479;62120;BEDAGUE;LEFFE RUBY;PERFECT DRAFT;1;6;50.6177;2.3964;22.774752;3.795792;6
12/01/2021;70;70;4.2;150.689825;83130;DISTRIBUTION vins boissons (La Garde);LEFFE BLONDE;PERFECT DRAFT;1;6;43.1228;6.0075;17.5390992;2.9231832;6
12/01/2021;20;20;1.2;211.631664;83130;DISTRIBUTION vins boissons (La Garde);LEFFE ROYALE;PERFECT DRAFT;1;6;43.1228;6.0075;22.774752;3.795792;6
12/01/2021;10;10;0.6;195.5874479;83130;DISTRIBUTION vins boissons (La Garde);LEFFE RUBY;PERFECT DRAFT;1;6;43.1228;6.0075;22.774752;3.795792;6
12/01/2021;10;10;0.6;224.5997572;83130;DISTRIBUTION vins boissons (La Garde);LEFFE ROYALE;PERFECT DRAFT;1;6;43.1228;6.0075;22.774752;3.795792;6
12/01/2021;10;10;0.6;186.7078982;83130;DISTRIBUTION vins boissons (La Garde);GOOSE;PERFECT DRAFT;1;6;43.1228;6.0075;22.6512;3.7752;6
12/01/2021;30;30;1.8;195.3340351;83130;DISTRIBUTION vins boissons (La Garde);TRIPLE KARMELIET;PERFECT DRAFT;1;6;43.1228;6.0075;21.996;3.666;6
12/01/2021;30;30;1.8;128.264406;83130;DISTRIBUTION vins boissons (La Garde);KWAK;PERFECT DRAFT;1;6;43.1228;6.0075;18.0936;3.0156;6
12/01/2021;20;20;1.2;127.984305;83130;DISTRIBUTION vins boissons (La Garde);BUD;PERFECT DRAFT;1;6;43.1228;6.0075;15.7747752;2.6291292;6
12/01/2021;20;20;1.2;140.097307;83130;DISTRIBUTION vins boissons (La Garde);HOEGAARDEN WHITE;PERFECT DRAFT;1;6;43.1228;6.0075;16.2896832;2.7149472;6
12/01/2021;10;10;0.6;167.1285306;83130;DISTRIBUTION vins boissons (La Garde);HOEGAARDEN ROSEE;PERFECT DRAFT;1;6;43.1228;6.0075;19.09908;3.18318;6
12/01/2021;1;70;4.2;150.689825;35530;France BOISSONS;LEFFE BLONDE;PERFECT DRAFT;1;6;48.1211;-1.4597;18.137448;3.022908;6
12/01/2021;1;72;5.7024;102.054025;35530;France BOISSONS;BUD;BOTTLE VP - Tendances;24;0.33;48.1211;-1.4597;24.4913472;3.092341818;7.92
12/01/2021;1820;1820;109.2;150.689825;62120;BEDAGUE;LEFFE BLONDE;PERFECT DRAFT;1;6;50.6177;2.3964;17.5390992;2.9231832;6
12/01/2021;420;420;33.264;186.9042007;59181;ETS PLOUVIER;TRIPLE KARMELIET;BOTTLE VC;24;0.33;50.702;2.7783;28.4544;3.592727273;7.92
12/01/2021;60;60;4.752;118.1400003;59181;ETS PLOUVIER;KWAK;BOTTLE VC;24;0.33;50.702;2.7783;24.7392;3.123636364;7.92
12/01/2021;770;770;46.2;150.689825;62500;SODIBOISSONS;LEFFE BLONDE;PERFECT DRAFT;1;6;50.7518;2.2405;17.5390992;2.9231832;6
12/01/2021;70;70;4.2;140.097307;62500;SODIBOISSONS;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;50.7518;2.2405;16.2896832;2.7149472;6
12/01/2021;70;70;4.2;211.631664;62500;SODIBOISSONS;LEFFE ROYALE;PERFECT DRAFT;1;6;50.7518;2.2405;22.774752;3.795792;6
12/01/2021;70;70;4.2;217.4492633;62500;SODIBOISSONS;LEFFE RITUEL 9;PERFECT DRAFT;1;6;50.7518;2.2405;22.774752;3.795792;6
13/01/2021;140;140;8.4;127.984305;42150;ROUCHON SOUCHON;BUD;PERFECT DRAFT;1;6;45.4168;4.312;16.272216;2.712036;6
13/01/2021;70;70;4.2;186.7078982;42150;ROUCHON SOUCHON;GOOSE;PERFECT DRAFT;1;6;45.4168;4.312;22.6058976;3.7676496;6
13/01/2021;140;140;8.4;195.3340351;42150;ROUCHON SOUCHON;TRIPLE KARMELIET;PERFECT DRAFT;1;6;45.4168;4.312;21.952008;3.658668;6
13/01/2021;70;70;4.2;128.264406;42150;ROUCHON SOUCHON;KWAK;PERFECT DRAFT;1;6;45.4168;4.312;18.0574128;3.0095688;6
13/01/2021;20;20;1.2;208.8988426;42150;ROUCHON SOUCHON;LEFFE AMBREE;PERFECT DRAFT;1;6;45.4168;4.312;22.8554568;3.8092428;6
13/01/2021;10;10;0.6;147.3794093;42150;ROUCHON SOUCHON;LEFFE BRUNE;PERFECT DRAFT;1;6;45.4168;4.312;19.051956;3.175326;6
13/01/2021;40;40;2.4;217.4492633;42150;ROUCHON SOUCHON;LEFFE RITUEL 9;PERFECT DRAFT;1;6;45.4168;4.312;22.9749696;3.8291616;6
13/01/2021;20;20;1.2;224.5997572;42150;ROUCHON SOUCHON;LEFFE ROYALE;PERFECT DRAFT;1;6;45.4168;4.312;22.9749696;3.8291616;6
13/01/2021;30;30;1.8;211.631664;42150;ROUCHON SOUCHON;LEFFE ROYALE;PERFECT DRAFT;1;6;45.4168;4.312;22.9749696;3.8291616;6
13/01/2021;40;40;3.168;186.9042007;42150;ROUCHON SOUCHON;TRIPLE KARMELIET;BOTTLE VC;24;0.33;45.4168;4.312;28.3974912;3.585541818;7.92
13/01/2021;30;30;2.376;118.1400003;42150;ROUCHON SOUCHON;KWAK;BOTTLE VC;24;0.33;45.4168;4.312;24.6897216;3.117389091;7.92
13/01/2021;140;140;8.4;195.3340351;86370;SA VINS FROMAGET;TRIPLE KARMELIET;PERFECT DRAFT;1;6;46.4627;0.2287;21.996;3.666;6
13/01/2021;210;210;12.6;128.264406;86370;SA VINS FROMAGET;KWAK;PERFECT DRAFT;1;6;46.4627;0.2287;18.0936;3.0156;6
13/01/2021;560;560;33.6;150.689825;86370;SA VINS FROMAGET;LEFFE BLONDE;PERFECT DRAFT;1;6;46.4627;0.2287;17.5390992;2.9231832;6
13/01/2021;12;12;0.9504;102.054025;86370;SA VINS FROMAGET;BUD;BOTTLE VP - Tendances;24;0.33;46.4627;0.2287;22.943808;2.896945455;7.92
13/01/2021;20;20;1.2;217.4492633;86370;SA VINS FROMAGET;LEFFE RITUEL 9;PERFECT DRAFT;1;6;46.4627;0.2287;22.774752;3.795792;6
13/01/2021;70;70;4.2;195.5874479;86370;SA VINS FROMAGET;LEFFE RUBY;PERFECT DRAFT;1;6;46.4627;0.2287;22.774752;3.795792;6
13/01/2021;10;10;0.792;186.9042007;86370;SA VINS FROMAGET;TRIPLE KARMELIET;BOTTLE VC;24;0.33;46.4627;0.2287;28.4544;3.592727273;7.92
13/01/2021;20;20;1.584;118.1400003;86370;SA VINS FROMAGET;KWAK;BOTTLE VC;24;0.33;46.4627;0.2287;24.7392;3.123636364;7.92
13/01/2021;10;10;0.792;171.6145753;86370;SA VINS FROMAGET;LEFFE BLONDE;BOTTLE VC;24;0.33;46.4627;0.2287;23.319072;2.944327273;7.92
13/01/2021;10;10;0.6;147.3794093;86370;SA VINS FROMAGET;LEFFE BRUNE;PERFECT DRAFT;1;6;46.4627;0.2287;18.673704;3.112284;6
13/01/2021;210;210;12.6;150.689825;54700;REGA;LEFFE BLONDE;PERFECT DRAFT;1;6;48.8695;6.0403;17.5390992;2.9231832;6
13/01/2021;70;70;4.2;128.264406;54700;REGA;KWAK;PERFECT DRAFT;1;6;48.8695;6.0403;18.0936;3.0156;6
13/01/2021;70;70;4.2;195.3340351;54700;REGA;TRIPLE KARMELIET;PERFECT DRAFT;1;6;48.8695;6.0403;21.996;3.666;6
13/01/2021;30;30;1.8;208.8988426;54700;REGA;LEFFE AMBREE;PERFECT DRAFT;1;6;48.8695;6.0403;22.4016912;3.7336152;6
13/01/2021;70;70;4.2;127.984305;54700;REGA;BUD;PERFECT DRAFT;1;6;48.8695;6.0403;15.7747752;2.6291292;6
13/01/2021;70;70;4.2;217.4492633;54700;REGA;LEFFE RITUEL 9;PERFECT DRAFT;1;6;48.8695;6.0403;22.774752;3.795792;6
13/01/2021;70;70;4.2;224.5997572;54700;REGA;LEFFE ROYALE;PERFECT DRAFT;1;6;48.8695;6.0403;22.774752;3.795792;6
13/01/2021;40;40;2.4;195.5874479;54700;REGA;LEFFE RUBY;PERFECT DRAFT;1;6;48.8695;6.0403;22.774752;3.795792;6
13/01/2021;60;60;4.752;171.6145753;59474;FICHEL DISTRIBUTION;LEFFE BLONDE;BOTTLE VC;24;0.33;;;24.768;3.127272727;7.92
13/01/2021;70;70;4.2;128.264406;59474;FICHEL DISTRIBUTION;KWAK;PERFECT DRAFT;1;6;;;18.0936;3.0156;6
13/01/2021;350;350;21;150.689825;59474;FICHEL DISTRIBUTION;LEFFE BLONDE;PERFECT DRAFT;1;6;;;18.6984;3.1164;6
14/01/2021;40;40;2.4;224.5997572;60480;GROUPE ROUQUETTE;LEFFE ROYALE;PERFECT DRAFT;1;6;49.4818;2.128;22.9749696;3.8291616;6
14/01/2021;420;420;25.2;150.689825;60480;GROUPE ROUQUETTE;LEFFE BLONDE;PERFECT DRAFT;1;6;49.4818;2.128;17.8943688;2.9823948;6
14/01/2021;10;10;0.6;217.4492633;60480;GROUPE ROUQUETTE;LEFFE RITUEL 9;PERFECT DRAFT;1;6;49.4818;2.128;22.9749696;3.8291616;6
14/01/2021;36;36;2.8512;102.054025;60480;GROUPE ROUQUETTE;BUD;BOTTLE VP - Tendances;24;0.33;49.4818;2.128;23.9601024;3.025265455;7.92
14/01/2021;10;10;0.6;127.984305;60480;GROUPE ROUQUETTE;BUD;PERFECT DRAFT;1;6;49.4818;2.128;16.272216;2.712036;6
14/01/2021;70;70;4.2;195.3340351;60480;GROUPE ROUQUETTE;TRIPLE KARMELIET;PERFECT DRAFT;1;6;49.4818;2.128;21.952008;3.658668;6
14/01/2021;70;70;4.2;128.264406;60480;GROUPE ROUQUETTE;KWAK;PERFECT DRAFT;1;6;49.4818;2.128;18.0574128;3.0095688;6
15/01/2021;60;60;4.752;171.6145753;59474;FICHEL DISTRIBUTION;LEFFE BLONDE;BOTTLE VC;24;0.33;;;24.768;3.127272727;7.92
15/01/2021;140;140;8.4;128.264406;59474;FICHEL DISTRIBUTION;KWAK;PERFECT DRAFT;1;6;;;18.0936;3.0156;6
15/01/2021;70;70;4.2;195.3340351;59474;FICHEL DISTRIBUTION;TRIPLE KARMELIET;PERFECT DRAFT;1;6;;;21.996;3.666;6
15/01/2021;630;630;37.8;150.689825;59474;FICHEL DISTRIBUTION;LEFFE BLONDE;PERFECT DRAFT;1;6;;;18.6984;3.1164;6
18/01/2021;20;20;1.2;224.5997572;39570;SA  JURA BOISSONS;LEFFE ROYALE;PERFECT DRAFT;1;6;46.6501;5.4404;22.774752;3.795792;6
18/01/2021;30;30;1.8;217.4492633;39570;SA  JURA BOISSONS;LEFFE RITUEL 9;PERFECT DRAFT;1;6;46.6501;5.4404;22.774752;3.795792;6
18/01/2021;20;20;1.2;147.3794093;39570;SA  JURA BOISSONS;LEFFE BRUNE;PERFECT DRAFT;1;6;46.6501;5.4404;18.673704;3.112284;6
18/01/2021;140;140;8.4;128.264406;39570;SA  JURA BOISSONS;KWAK;PERFECT DRAFT;1;6;46.6501;5.4404;18.0936;3.0156;6
18/01/2021;70;70;4.2;167.1285306;39570;SA  JURA BOISSONS;HOEGAARDEN ROSEE;PERFECT DRAFT;1;6;46.6501;5.4404;19.09908;3.18318;6
18/01/2021;70;70;4.2;186.7078982;39570;SA  JURA BOISSONS;GOOSE;PERFECT DRAFT;1;6;46.6501;5.4404;22.6512;3.7752;6
18/01/2021;70;70;4.2;127.984305;39570;SA  JURA BOISSONS;BUD;PERFECT DRAFT;1;6;46.6501;5.4404;15.7747752;2.6291292;6
18/01/2021;140;140;8.4;195.3340351;39570;SA  JURA BOISSONS;TRIPLE KARMELIET;PERFECT DRAFT;1;6;46.6501;5.4404;21.996;3.666;6
18/01/2021;70;70;4.2;208.8988426;39570;SA  JURA BOISSONS;LEFFE AMBREE;PERFECT DRAFT;1;6;46.6501;5.4404;22.4016912;3.7336152;6
18/01/2021;140;140;8.4;140.097307;39570;SA  JURA BOISSONS;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;46.6501;5.4404;16.2896832;2.7149472;6
18/01/2021;560;560;33.6;150.689825;39570;SA  JURA BOISSONS;LEFFE BLONDE;PERFECT DRAFT;1;6;46.6501;5.4404;17.5390992;2.9231832;6
18/01/2021;140;140;8.4;195.5874479;39570;SA  JURA BOISSONS;LEFFE RUBY;PERFECT DRAFT;1;6;46.6501;5.4404;22.774752;3.795792;6
18/01/2021;1260;1260;75.6;150.689825;62500;SODIBOISSONS;LEFFE BLONDE;PERFECT DRAFT;1;6;50.7518;2.2405;17.5390992;2.9231832;6
18/01/2021;210;210;12.6;195.5874479;62500;SODIBOISSONS;LEFFE RUBY;PERFECT DRAFT;1;6;50.7518;2.2405;22.774752;3.795792;6
18/01/2021;70;70;4.2;211.631664;62500;SODIBOISSONS;LEFFE ROYALE;PERFECT DRAFT;1;6;50.7518;2.2405;22.774752;3.795792;6
18/01/2021;70;70;4.2;140.097307;62500;SODIBOISSONS;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;50.7518;2.2405;16.2896832;2.7149472;6
19/01/2021;30;30;1.8;186.7078982;70300;BURGEY ROBERT ET FILS;GOOSE;PERFECT DRAFT;1;6;47.7954;6.4907;22.6512;3.7752;6
19/01/2021;70;70;4.2;208.8988426;70300;BURGEY ROBERT ET FILS;LEFFE AMBREE;PERFECT DRAFT;1;6;47.7954;6.4907;22.4016912;3.7336152;6
19/01/2021;20;20;1.2;167.1285306;70300;BURGEY ROBERT ET FILS;HOEGAARDEN ROSEE;PERFECT DRAFT;1;6;47.7954;6.4907;19.09908;3.18318;6
19/01/2021;40;40;2.4;127.984305;70300;BURGEY ROBERT ET FILS;BUD;PERFECT DRAFT;1;6;47.7954;6.4907;15.7747752;2.6291292;6
19/01/2021;70;70;4.2;128.264406;70300;BURGEY ROBERT ET FILS;KWAK;PERFECT DRAFT;1;6;47.7954;6.4907;18.0936;3.0156;6
19/01/2021;70;70;4.2;140.097307;70300;BURGEY ROBERT ET FILS;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;47.7954;6.4907;16.2896832;2.7149472;6
19/01/2021;140;140;8.4;150.689825;70300;BURGEY ROBERT ET FILS;LEFFE BLONDE;PERFECT DRAFT;1;6;47.7954;6.4907;17.5390992;2.9231832;6
19/01/2021;30;30;1.8;195.5874479;70300;BURGEY ROBERT ET FILS;LEFFE RUBY;PERFECT DRAFT;1;6;47.7954;6.4907;22.774752;3.795792;6
19/01/2021;10;10;0.792;171.6145753;70300;BURGEY ROBERT ET FILS;LEFFE BLONDE;BOTTLE VC;24;0.33;47.7954;6.4907;23.319072;2.944327273;7.92
19/01/2021;20;20;1.2;217.4492633;70300;BURGEY ROBERT ET FILS;LEFFE RITUEL 9;PERFECT DRAFT;1;6;47.7954;6.4907;22.774752;3.795792;6
18/01/2021;1;70;4.2;150.689825;35530;France BOISSONS;LEFFE BLONDE;PERFECT DRAFT;1;6;48.1211;-1.4597;18.137448;3.022908;6
19/01/2021;23;23;0.9798;135.3028149;70110;DAMIDEAUX MICHEL BOISSONS;GOOSE;BOTTLE VP - Hors Tendances;12;0.355;47.5382;6.4026;18.7056;4.390985915;4.26
19/01/2021;70;70;4.2;186.7078982;70110;DAMIDEAUX MICHEL BOISSONS;GOOSE;PERFECT DRAFT;1;6;47.5382;6.4026;22.6512;3.7752;6
19/01/2021;210;210;12.6;140.097307;70110;DAMIDEAUX MICHEL BOISSONS;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;47.5382;6.4026;16.2896832;2.7149472;6
19/01/2021;70;70;4.2;167.1285306;70110;DAMIDEAUX MICHEL BOISSONS;HOEGAARDEN ROSEE;PERFECT DRAFT;1;6;47.5382;6.4026;19.09908;3.18318;6
19/01/2021;140;140;8.4;128.264406;70110;DAMIDEAUX MICHEL BOISSONS;KWAK;PERFECT DRAFT;1;6;47.5382;6.4026;18.0936;3.0156;6
19/01/2021;70;70;4.2;137.8512671;70110;DAMIDEAUX MICHEL BOISSONS;LEFFE LA LEGERE;PERFECT DRAFT;1;6;47.5382;6.4026;16.2462672;2.7077112;6
19/01/2021;70;70;4.2;208.8988426;70110;DAMIDEAUX MICHEL BOISSONS;LEFFE AMBREE;PERFECT DRAFT;1;6;47.5382;6.4026;22.4016912;3.7336152;6
19/01/2021;70;70;4.2;147.3794093;70110;DAMIDEAUX MICHEL BOISSONS;LEFFE BRUNE;PERFECT DRAFT;1;6;47.5382;6.4026;18.673704;3.112284;6
19/01/2021;70;70;4.2;217.4492633;70110;DAMIDEAUX MICHEL BOISSONS;LEFFE RITUEL 9;PERFECT DRAFT;1;6;47.5382;6.4026;22.774752;3.795792;6
19/01/2021;140;140;8.4;195.3340351;70110;DAMIDEAUX MICHEL BOISSONS;TRIPLE KARMELIET;PERFECT DRAFT;1;6;47.5382;6.4026;21.996;3.666;6
19/01/2021;140;140;8.4;186.7078982;44471;CHIFFOLEAU;GOOSE;PERFECT DRAFT;1;6;;;22.6512;3.7752;6
19/01/2021;280;280;16.8;150.689825;44471;CHIFFOLEAU;LEFFE BLONDE;PERFECT DRAFT;1;6;;;17.5390992;2.9231832;6
19/01/2021;10;10;0.6;224.5997572;44471;CHIFFOLEAU;LEFFE ROYALE;PERFECT DRAFT;1;6;;;22.774752;3.795792;6
19/01/2021;10;10;0.6;147.3794093;44471;CHIFFOLEAU;LEFFE BRUNE;PERFECT DRAFT;1;6;;;18.673704;3.112284;6
19/01/2021;90;90;5.4;211.631664;44471;CHIFFOLEAU;LEFFE ROYALE;PERFECT DRAFT;1;6;;;22.774752;3.795792;6
19/01/2021;20;20;1.2;217.4492633;44471;CHIFFOLEAU;LEFFE RITUEL 9;PERFECT DRAFT;1;6;;;22.774752;3.795792;6
19/01/2021;100;100;6;128.264406;44471;CHIFFOLEAU;KWAK;PERFECT DRAFT;1;6;;;18.0936;3.0156;6
19/01/2021;280;280;16.8;195.3340351;44471;CHIFFOLEAU;TRIPLE KARMELIET;PERFECT DRAFT;1;6;;;21.996;3.666;6
19/01/2021;70;70;4.2;186.7078982;68600;ABEDIS;GOOSE;PERFECT DRAFT;1;6;48.028;7.5004;22.6512;3.7752;6
19/01/2021;20;20;1.2;211.631664;68600;ABEDIS;LEFFE ROYALE;PERFECT DRAFT;1;6;48.028;7.5004;22.774752;3.795792;6
19/01/2021;140;140;8.4;150.689825;68600;ABEDIS;LEFFE BLONDE;PERFECT DRAFT;1;6;48.028;7.5004;17.5390992;2.9231832;6
19/01/2021;20;20;1.2;128.264406;68600;ABEDIS;KWAK;PERFECT DRAFT;1;6;48.028;7.5004;18.0936;3.0156;6
19/01/2021;10;10;0.6;224.5997572;68600;ABEDIS;LEFFE ROYALE;PERFECT DRAFT;1;6;48.028;7.5004;22.774752;3.795792;6
19/01/2021;70;70;4.2;195.3340351;68600;ABEDIS;TRIPLE KARMELIET;PERFECT DRAFT;1;6;48.028;7.5004;21.996;3.666;6
19/01/2021;10;10;0.792;186.9042007;68600;ABEDIS;TRIPLE KARMELIET;BOTTLE VC;24;0.33;48.028;7.5004;28.4544;3.592727273;7.92
19/01/2021;70;70;4.2;140.097307;68600;ABEDIS;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;48.028;7.5004;16.2896832;2.7149472;6
19/01/2021;20;20;1.2;167.1285306;68600;ABEDIS;HOEGAARDEN ROSEE;PERFECT DRAFT;1;6;48.028;7.5004;19.09908;3.18318;6
19/01/2021;10;10;0.6;195.5874479;68600;ABEDIS;LEFFE RUBY;PERFECT DRAFT;1;6;48.028;7.5004;22.774752;3.795792;6
19/01/2021;140;140;8.4;186.7078982;44471;CHIFFOLEAU;GOOSE;PERFECT DRAFT;1;6;;;22.6512;3.7752;6
19/01/2021;350;350;21;150.689825;44471;CHIFFOLEAU;LEFFE BLONDE;PERFECT DRAFT;1;6;;;17.5390992;2.9231832;6
19/01/2021;10;10;0.6;224.5997572;44471;CHIFFOLEAU;LEFFE ROYALE;PERFECT DRAFT;1;6;;;22.774752;3.795792;6
19/01/2021;10;10;0.6;147.3794093;44471;CHIFFOLEAU;LEFFE BRUNE;PERFECT DRAFT;1;6;;;18.673704;3.112284;6
